claim,label,language,translated_claim,output,final_answer,correct,inconclusive
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ ਦੇ ਪ੍ਰਧਾਨ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਅਤੇ ਬਿਕਰਮਜੀਤ ਸਿੰਘ ਮਜੀਠੀਆ ਦੀ ਤਸਵੀਰ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਨਾਲ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਅਕਾਲੀ ਦਲ ਦੇ ਪ੍ਰਧਾਨ ਅਤੇ ਹੋਰ ਨੁਮਾਇੰਦੇ ਮੋਗਾ ਫ਼ਿਰੋਜ਼ਪੁਰ ਰੋਡ ਤੇ ਅਡਾਨੀਆਂ ਦੇ ਸਟੋਰ ਦਾ ਉਦਘਾਟਨ ਕਰ ਰਹੇ ਹਨ।,half true,pa,"'A picture of Shiromani Akali Dal president Sukhbir Singh Badal and Bikramjeet Singh Majithia is going viral on social media, claiming that the Akali Dal president and other representatives are inaugurating a store in Moga on Firozpur Road.'",Final Answer: Half True,half true,True,False
हेलिकाॅप्टर- टेम्पो अपघाताचा व्हिडिओ भारतातील आहे.,half true,mr,'The video of the helicopter-tempo accident is from India.',Final Answer: False,false,False,False
कानपुर के एक ऑटो ड्राइवर मोहम्मद आतिब को 'जय श्री राम' के नारे ना लगाने पर बुरी तरह पीटा गया.,mostly false,hi,"'An auto driver from Kanpur, Mohammad Aatib, was brutally beaten for not chanting ""Jai Shri Ram"".'",Final Answer: True,true,False,False
कनाडाई पीएम जस्टिन ट्रूडो ईसाई धर्म छोड़ इस्लाम अपना रहे हैं.,false,hi,Canadian PM Justin Trudeau is converting to Islam from Christianity.,Final Answer: False,false,True,False
পাকিস্তানের সেনারা হাতে সাদা পতাকা নিয়ে ভারতীয় সেনার কাছে শান্তি ভিক্ষা চাইছে,mostly false,bn,'The soldiers of Pakistan are asking for peace from the Indian army while holding a white flag.',Final Answer: False,false,False,False
ঈদের দিন পশু মারা নিয়ে মুসলিমদের সমালোচনা শুনতে চান না বলে টুইট করেছেন বিল গেটস।,false,bn,Bill Gates tweeted that he does not want to hear criticism from Muslims about animal slaughter on Eid.,Final Answer: False,false,True,False
ਸ਼ੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਤਸਵੀਰ ਨੂੰ ਸ਼ੇਅਰ ਕਰਦਿਆਂ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਪੰਜਾਬ ਦੇ ਵਿਚ ਰਾਮਲੀਲਾ ਉੱਤੇ ਹਮਲਾ ਕੀਤਾ ਗਿਆ ਹੈ।,half true,pa,'It is being claimed that an attack has been carried out on Ramleela in Punjab while sharing a picture on social media.',Final Answer: Half True,half true,True,False
"ਦੇਸ਼ ਦੇ ਜਵਾਨਾਂ ਤੋਂ ਵੱਡਾ ਕੰਮ ਅਸੀਂ ਕਰਦੇ ਹਾਂ, ਸ਼ਹੀਦ ਹੋਣਾ ਵੱਡੀ ਗੱਲ ਨਹੀਂ: ਅਮਿਤ ਸ਼ਾਹ",half true,pa,"""We do a greater job than the youth of the country; becoming a martyr is not a big deal: Amit Shah.""",Final Answer: False,false,False,False
बुर्का पहनकर 12वीं की परीक्षा देने वाली लड़कियों को सरकारी चिट्ठी का प्रिंट आउट लेकर परीक्षा केंद्र जाना है.,mostly false,hi,Girls wearing burqas must take a printout of the government letter to the examination center for the 12th-grade exam.,Final Answer: False,false,False,False
ਪਾਕਿਸਤਾਨ ਦੇ ਹਸਪਤਾਲ ਦੇ ਬਾਹਰ ਕਰੋਨਾ ਮਰੀਜ਼ਾਂ ਦਾ ਹਾਲ ਦੇਖੋ,half true,pa,"""Look at the condition of COVID-19 patients outside the hospital in Pakistan.""",Final Answer: Half True,half true,True,False
ईरान के राष्ट्रपति हसन रूहानी से हाथ मिलाते हुए बराक ओबामा की तस्वीर.,mostly false,hi,'A picture of Barack Obama shaking hands with Iranian President Hassan Rouhani.',Final Answer: False,false,False,False
"ऐसा बनेगा अयोध्या में प्रभु श्री राम जी का भव्य मंदिर देखते हैं कितने भारतीय खुश हैं..जो नही भी खुश है..,उन्हें जय श्रीराम",false,gu,"""Let's see how many Indians are happy with the grand temple of Lord Shri Ram being built in Ayodhya... for those who are not happy, Jai Shri Ram.""",Final Answer: Half True,half true,False,False
ম্যাগিতে বীফ মশলা দিয়ে বিক্রি করা হচ্ছে ভারতে,mostly false,bn,'Beef masala is being sold in Maggi in India.',Final Answer: False,false,False,False
ফোর্বস ম্যাগাজিনের বিশ্বের সবচেয়ে শিক্ষিত নেতাদের নামের তালিকায় সপ্তম স্থান পেলেন কংগ্রেস নেতা রাহুল গান্ধী,mostly false,bn,"""Congress leader Rahul Gandhi has secured the seventh position on Forbes magazine's list of the world's most educated leaders.""",Final Answer: False,false,False,False
"बिहार के एक अस्पताल की तस्वीर, जिसमें पानी से भरे वार्ड में मरीजों को रखा गया है. बिहार में इसी हालात में कोरोना मरीजों का इलाज किया जा रहा है.",half true,hi,"'A picture of a hospital in Bihar, where patients are kept in a ward filled with water. In Bihar, COVID-19 patients are being treated under these conditions.'",Final Answer: Mostly True,mostly true,False,False
एक तीन फोटो का कोलाज जिसमें दर्जनों मरी हुई गायें नजर आ रही हैं. इन तस्वीरों को भारत का बताया गया है.,half true,hi,'A collage of three photos showing dozens of dead cows. These images have been claimed to be from India.',Final Answer: False,false,False,False
"ভোটের প্রচারে ব্যাস্ত যোগী আদিত্যনাথ, গ্রামবাসীদের অর্থ বিতরণ করতে দেখা যাচ্ছে।",false,bn,'Yogi Adityanath is busy with election campaigning and is seen distributing money to villagers.',Final Answer: Mostly False,mostly false,False,False
आठवडाभर गरम वाफ घेतली तर कोरोना नष्ट होऊ शकतो,false,mr,"""If you take hot steam for a week, the coronavirus can be destroyed.""",Final Answer: False,false,True,False
मुख्यमंत्री उद्धव ठाकरे यांनी महाराष्ट्रात 15 जूनपासून 30 सप्टेंबर पर्यंत लाॅकडाऊन जाहिर केला आहे.,half true,mr,'Chief Minister Uddhav Thackeray has announced a lockdown in Maharashtra from June 15 to September 30.',Final Answer: False,false,False,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਪਲੇਟਫਾਰਮ ਤੇ ਇੱਕ ਵੀਡੀਓ ਖੂਬ ਤੇਜ਼ੀ ਦੇ ਨਾਲ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ। ਵਾਇਰਲ ਹੋ ਰਹੀ ਵੀਡੀਓ ਦੇ ਵਿੱਚ ਲੋਕਾਂ ਦੀ ਭੀੜ ਨੂੰ ਦੇਖਿਆ ਜਾ ਸਕਦਾ ਹੈ।ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਪੂਰੇ ਦੇਸ਼ ਦੇ ਵਿੱਚ ਲਗਾਤਾਰ 15 ਦਿਨਾਂ ਤੋਂ ਲੱਖਾਂ ਰੇਲਵੇ ਕਰਮਚਾਰੀ ਨਿੱਜੀਕਰਨ ਦੇ ਵਿਰੋਧ ਵਿਚ ਅੰਦੋਲਨ ਕਰ ਰਹੇ ਹਨ।,false,pa,"""A video is going viral very quickly on social media platforms. The viral video shows a crowd of people. It is being claimed that for the past 15 days, millions of railway employees across the country have been protesting against privatization.""",Final Answer: Half True,half true,False,False
કેન્દ્રિય ગૃહ મંત્રી અમિત શાહનો કોરોના રિપોર્ટ નેગેટિવ,false,gu,'Union Home Minister Amit Shah's COVID-19 report is negative.',Final Answer: True,true,False,False
એક મુસ્લિમ યુવકે જૂઠું બોલીને એક હિન્દૂ છોકરીને ફસાવી તેની સાથે લગ્ન કર્યા....પછી હિન્દૂ છોકરીને હકીકતની જાણ થઈ તો મુસ્લિમ યુવક પહેલેથી જ પરણિત હતો અને એને બે સંતાનો પણ છે એવી...પછી હિન્દૂની છોકરીએ કરી જોયા જેવી...તે વીડિયોમાં જણાય છે...,false,gu,"'A Muslim young man deceived a Hindu girl by lying and married her... Later, when the Hindu girl found out the truth, it turned out that the Muslim young man was already married and had two children... Then the Hindu girl tried to take action... it is seen in that video...'.",Final Answer: False,false,True,False
sp સહીત કેટલાય પોલીસ કર્મી ને ગોળીએ દેનાર વિકાસ દુબે લગભગ બધી પાર્ટીઓ સાથે કામ કરે છે..,half true,gu,"'Vikas Dube, who shot several police officers, works with almost all parties.'",Final Answer: Mostly True,mostly true,False,False
